project_name,url,,
Uppalapati Venkataram Chakrawarthy Surya Prakash,/in/buy/projects/page/226079-uppalapati-venkataram-chakrawarthy-surya-prakash-by-uppalapati-venkataram-chakrawarthy-in-begumpet,"'https://housing.com/in/buy/projects/page/226079-uppalapati-venkataram-chakrawarthy-surya-prakash-by-uppalapati-venkataram-chakrawarthy-in-begumpet',",https://housing.com
Kakatiya Ranga Sai Enclave,/in/buy/projects/page/198224-kakatiya-ranga-sai-enclave-by-kakatiya-constructions-in-hafeezpet,"'https://housing.com/in/buy/projects/page/198224-kakatiya-ranga-sai-enclave-by-kakatiya-constructions-in-hafeezpet',",https://housing.com
 Advait Residence,/in/buy/projects/page/40870-advait-residence-by-advait-constructions-in-rambagh-colony,"'https://housing.com/in/buy/projects/page/40870-advait-residence-by-advait-constructions-in-rambagh-colony',",https://housing.com
Sai Shiva Sai Savithramma Arcade,/in/buy/projects/page/201786-sai-shiva-sai-savithramma-arcade-by-sai-shiva-constructions-in-pocharam,"'https://housing.com/in/buy/projects/page/201786-sai-shiva-sai-savithramma-arcade-by-sai-shiva-constructions-in-pocharam',",https://housing.com
Goldy Vasudha Towers B Block,/in/buy/projects/page/201955-goldy-vasudha-towers-b-block-by-goldy-group-in-kukatpally,"'https://housing.com/in/buy/projects/page/201955-goldy-vasudha-towers-b-block-by-goldy-group-in-kukatpally',",https://housing.com
Mailika Mukunda,/in/buy/projects/page/182237-mailika-mukunda-by-mailika-infra-projects-in-rajendra-nagar,"'https://housing.com/in/buy/projects/page/182237-mailika-mukunda-by-mailika-infra-projects-in-rajendra-nagar',",https://housing.com
Gadeela G K S Residency,/in/buy/projects/page/199273-gadeela-g-k-s-residency-by-gadeela-krishna-reddy-in-kondapur,"'https://housing.com/in/buy/projects/page/199273-gadeela-g-k-s-residency-by-gadeela-krishna-reddy-in-kondapur',",https://housing.com
Siri Sampada TLR Residency,/in/buy/projects/page/198937-siri-sampada-tlr-residency-by-siri-sampada-homes-in-saroornagar,"'https://housing.com/in/buy/projects/page/198937-siri-sampada-tlr-residency-by-siri-sampada-homes-in-saroornagar',",https://housing.com
Nithin NC Lilly Flower,/in/buy/projects/page/134420-nithin-nc-lilly-flower-by-nithin-constructions-in-serilingampally,"'https://housing.com/in/buy/projects/page/134420-nithin-nc-lilly-flower-by-nithin-constructions-in-serilingampally',",https://housing.com
Sri Lakshmi Daksh Muskaan,/in/buy/projects/page/201941-sri-lakshmi-daksh-muskaan-by-sri-lakshmi-vengamamba-constructions-in-sainikpuri,"'https://housing.com/in/buy/projects/page/201941-sri-lakshmi-daksh-muskaan-by-sri-lakshmi-vengamamba-constructions-in-sainikpuri',",https://housing.com
GEM Bait Ul Kubra ,/in/buy/projects/page/47947-gem-bait-ul-kubra-by-gem-builders-developers-in-langar-houz,"'https://housing.com/in/buy/projects/page/47947-gem-bait-ul-kubra-by-gem-builders-developers-in-langar-houz',",https://housing.com
Janagama JP Apartments,/in/buy/projects/page/198945-janagama-jp-apartments-by-janagama-prabhaker-in-kompally,"'https://housing.com/in/buy/projects/page/198945-janagama-jp-apartments-by-janagama-prabhaker-in-kompally',",https://housing.com
Keystone DSR Azuri,/in/buy/projects/page/201650-keystone-dsr-azuri-by-keystone-projects-in-aminpur,"'https://housing.com/in/buy/projects/page/201650-keystone-dsr-azuri-by-keystone-projects-in-aminpur',",https://housing.com
LandIndia Anjali Hills,/in/buy/projects/page/199185-landindia-anjali-hills-by-land-india-developers-in-manikonda,"'https://housing.com/in/buy/projects/page/199185-landindia-anjali-hills-by-land-india-developers-in-manikonda',",https://housing.com
SVL Springview Elegance Block C,/in/buy/projects/page/199233-svl-springview-elegance-block-c-by-svl-groups-in-kondapur,"'https://housing.com/in/buy/projects/page/199233-svl-springview-elegance-block-c-by-svl-groups-in-kondapur',",https://housing.com
Vision Krishna Kunj,/in/buy/projects/page/201936-vision-krishna-kunj-by-vision-associates-in-shamirpet,"'https://housing.com/in/buy/projects/page/201936-vision-krishna-kunj-by-vision-associates-in-shamirpet',",https://housing.com
Shree Maruthi Sivaganga Residency,/in/buy/projects/page/201682-shree-maruthi-sivaganga-residency-by-shree-maruthi-constructions-in-quthbullapur,"'https://housing.com/in/buy/projects/page/201682-shree-maruthi-sivaganga-residency-by-shree-maruthi-constructions-in-quthbullapur',",https://housing.com
LandIndia Anjali Hills,/in/buy/projects/page/199185-landindia-anjali-hills-by-land-india-developers-in-manikonda,"'https://housing.com/in/buy/projects/page/199185-landindia-anjali-hills-by-land-india-developers-in-manikonda',",https://housing.com
Excel M M Heights,/in/buy/projects/page/201836-excel-m-m-heights-by-excel-constructions-in-new-malakpet,"'https://housing.com/in/buy/projects/page/201836-excel-m-m-heights-by-excel-constructions-in-new-malakpet',",https://housing.com
Redblocks Srinivasa Silver Springs,/in/buy/projects/page/201833-redblocks-srinivasa-silver-springs-by-redblocks-infra-and-projects-pvt-ltd-in-vanasthalipuram,"'https://housing.com/in/buy/projects/page/201833-redblocks-srinivasa-silver-springs-by-redblocks-infra-and-projects-pvt-ltd-in-vanasthalipuram',",https://housing.com
Goldstone Maple Homes Jasmine,/in/buy/projects/page/201888-goldstone-maple-homes-jasmine-by-goldstone-infra-in-neknampur,"'https://housing.com/in/buy/projects/page/201888-goldstone-maple-homes-jasmine-by-goldstone-infra-in-neknampur',",https://housing.com
Amrutha Sangam,/in/buy/projects/page/228331-amrutha-sangam-by-amrutha-projects-in-kompally,"'https://housing.com/in/buy/projects/page/228331-amrutha-sangam-by-amrutha-projects-in-kompally',",https://housing.com
Harika Constructions Satveda Heights,/in/buy/projects/page/229975-harika-constructions-satveda-heights-by-harika-constructions-consultants-in-kothapet,"'https://housing.com/in/buy/projects/page/229975-harika-constructions-satveda-heights-by-harika-constructions-consultants-in-kothapet',",https://housing.com
Mitra Malani Heights,/in/buy/projects/page/201849-mitra-malani-heights-by-mitra-ventures-in-serilingampally,"'https://housing.com/in/buy/projects/page/201849-mitra-malani-heights-by-mitra-ventures-in-serilingampally',",https://housing.com
Skylar Grand Lotus,/in/buy/projects/page/226514-skylar-grand-lotus-by-skylar-builders-in-dullapally,"'https://housing.com/in/buy/projects/page/226514-skylar-grand-lotus-by-skylar-builders-in-dullapally',",https://housing.com
Bliss Ashwini,/in/buy/projects/page/198936-bliss-ashwini-by-bliss-homes-in-musheerabad,"'https://housing.com/in/buy/projects/page/198936-bliss-ashwini-by-bliss-homes-in-musheerabad',",https://housing.com
Sms Hanging Gardens,/in/buy/projects/page/44390-sms-hanging-gardens-by-smr-infra-in-manikonda,"'https://housing.com/in/buy/projects/page/44390-sms-hanging-gardens-by-smr-infra-in-manikonda',",https://housing.com
Shathabdhi Suraksha Gold,/in/buy/projects/page/126250-shathabdhi-suraksha-gold-by-kumar-in-annaram,"'https://housing.com/in/buy/projects/page/126250-shathabdhi-suraksha-gold-by-kumar-in-annaram',",https://housing.com
Sree SR Elegant Homes,/in/buy/projects/page/182195-sree-sr-elegant-homes-by-sree-sr-developers-in-chandanagar,"'https://housing.com/in/buy/projects/page/182195-sree-sr-elegant-homes-by-sree-sr-developers-in-chandanagar',",https://housing.com
Sujeeth Sujeeth Constructions,/in/buy/projects/page/133200-sujeeth-sujeeth-constructions-by-sujeeth-constructions-in-old-malakpet,"'https://housing.com/in/buy/projects/page/133200-sujeeth-sujeeth-constructions-by-sujeeth-constructions-in-old-malakpet',",https://housing.com
Mitra Sri Sai Yadav Residency,/in/buy/projects/page/198948-mitra-sri-sai-yadav-residency-by-mitra-ventures-in-quthbullapur,"'https://housing.com/in/buy/projects/page/198948-mitra-sri-sai-yadav-residency-by-mitra-ventures-in-quthbullapur',",https://housing.com
Komerelly Kondal Reddy Chakravartua Enclave,/in/buy/projects/page/228326-komerelly-kondal-reddy-chakravartua-enclave-by-komerelly-kondal-reddy-in-puppalaguda,"'https://housing.com/in/buy/projects/page/228326-komerelly-kondal-reddy-chakravartua-enclave-by-komerelly-kondal-reddy-in-puppalaguda',",https://housing.com
Vamsee Brindavan,/in/buy/projects/page/211276-vamsee-brindavan-by-sai-vamsee-projects-in-hafeezpet,"'https://housing.com/in/buy/projects/page/211276-vamsee-brindavan-by-sai-vamsee-projects-in-hafeezpet',",https://housing.com
Milestone Saanvis Madhuban,/in/buy/projects/page/229937-milestone-saanvis-madhuban-by-milestone-constructions-in-dilsukh-nagar,"'https://housing.com/in/buy/projects/page/229937-milestone-saanvis-madhuban-by-milestone-constructions-in-dilsukh-nagar',",https://housing.com
S B Residential Appartment,/in/buy/projects/page/171592-s-b-residential-appartment-by-s-b-infra-in-hyder-nagar,"'https://housing.com/in/buy/projects/page/171592-s-b-residential-appartment-by-s-b-infra-in-hyder-nagar',",https://housing.com
KPC Happy Okas,/in/buy/projects/page/201832-kpc-happy-okas-by-kpc-constructions-in-chandanagar,"'https://housing.com/in/buy/projects/page/201832-kpc-happy-okas-by-kpc-constructions-in-chandanagar',",https://housing.com
Jyothis Lake View ,/in/buy/projects/page/47961-jyothis-lake-view-by-jyothi-construction-in-hafeezpet,"'https://housing.com/in/buy/projects/page/47961-jyothis-lake-view-by-jyothi-construction-in-hafeezpet',",https://housing.com
Green Green Roovez,/in/buy/projects/page/198939-green-green-roovez-by-green-roovez-constructions-in-malkajgiri,"'https://housing.com/in/buy/projects/page/198939-green-green-roovez-by-green-roovez-constructions-in-malkajgiri',",https://housing.com
Bhavani Homes,/in/buy/projects/page/227036-bhavani-homes-by-bhavani-constructions-in-kompally,"'https://housing.com/in/buy/projects/page/227036-bhavani-homes-by-bhavani-constructions-in-kompally',",https://housing.com
Goldy Vasudha Towers A Block,/in/buy/projects/page/226536-goldy-vasudha-towers-a-block-by-goldy-group-in-kukatpally,"'https://housing.com/in/buy/projects/page/226536-goldy-vasudha-towers-a-block-by-goldy-group-in-kukatpally',",https://housing.com
Kakatiya Bommakanti Pride,/in/buy/projects/page/171595-kakatiya-bommakanti-pride-by-kakatiya-constructions-in-serilingampally,"'https://housing.com/in/buy/projects/page/171595-kakatiya-bommakanti-pride-by-kakatiya-constructions-in-serilingampally',",https://housing.com
Bhagyashree Gajanan Apartments,/in/buy/projects/page/171565-bhagyashree-gajanan-apartments-by-bhagyashree-constructions-in-boduppal,"'https://housing.com/in/buy/projects/page/171565-bhagyashree-gajanan-apartments-by-bhagyashree-constructions-in-boduppal',",https://housing.com
Aryamitra Hosta,/in/buy/projects/page/198546-aryamitra-hosta-by-aryamitra-properties-in-puppalaguda,"'https://housing.com/in/buy/projects/page/198546-aryamitra-hosta-by-aryamitra-properties-in-puppalaguda',",https://housing.com
Sri Adi Manor,/in/buy/projects/page/201852-sri-adi-manor-by-sri-hemadurga-constructions-in-miyapur,"'https://housing.com/in/buy/projects/page/201852-sri-adi-manor-by-sri-hemadurga-constructions-in-miyapur',",https://housing.com
JSNR Sivika Nigam,/in/buy/projects/page/227592-jsnr-sivika-nigam-by-jsnr-constructions-private-limited-in-kondapur,"'https://housing.com/in/buy/projects/page/227592-jsnr-sivika-nigam-by-jsnr-constructions-private-limited-in-kondapur',",https://housing.com
Viswa Saket enclave,/in/buy/projects/page/201829-viswa-saket-enclave-by-viswa-avenues-private-limited-in-hafeezpet,"'https://housing.com/in/buy/projects/page/201829-viswa-saket-enclave-by-viswa-avenues-private-limited-in-hafeezpet',",https://housing.com
Arudra Kaustubham Residency,/in/buy/projects/page/47707-arudra-kaustubham-residency-by-arudra-homes-in-miyapur,"'https://housing.com/in/buy/projects/page/47707-arudra-kaustubham-residency-by-arudra-homes-in-miyapur',",https://housing.com
Jayashekara Angaraka Nilayam,/in/buy/projects/page/201830-jayashekara-angaraka-nilayam-by-jayashekara-infradevelopers-in-adibatla,"'https://housing.com/in/buy/projects/page/201830-jayashekara-angaraka-nilayam-by-jayashekara-infradevelopers-in-adibatla',",https://housing.com
Lakshmi Harsha Homes,/in/buy/projects/page/201913-lakshmi-harsha-homes-by-lakshmi-projects-in-bandlaguda-jagir,"'https://housing.com/in/buy/projects/page/201913-lakshmi-harsha-homes-by-lakshmi-projects-in-bandlaguda-jagir',",https://housing.com
A R C JSR Arcatrium,/in/buy/projects/page/201745-a-r-c-jsr-arcatrium-by-a-r-c-projects-and-infra-in-alwal,"'https://housing.com/in/buy/projects/page/201745-a-r-c-jsr-arcatrium-by-a-r-c-projects-and-infra-in-alwal',",https://housing.com
Concrete Vivanta Block C,/in/buy/projects/page/202781-concrete-vivanta-block-c-by-concrete-infra-projects-india-llp-in-miyapur,"'https://housing.com/in/buy/projects/page/202781-concrete-vivanta-block-c-by-concrete-infra-projects-india-llp-in-miyapur',",https://housing.com
TRG Sai Vihar,/in/buy/projects/page/199186-trg-sai-vihar-by-trg-infra-in-saroornagar,"'https://housing.com/in/buy/projects/page/199186-trg-sai-vihar-by-trg-infra-in-saroornagar',",https://housing.com
Sri Lakshmi Silver Springs,/in/buy/projects/page/228384-sri-lakshmi-silver-springs-by-sri-lakshmi-builders-and-developers-in-moula-ali,"'https://housing.com/in/buy/projects/page/228384-sri-lakshmi-silver-springs-by-sri-lakshmi-builders-and-developers-in-moula-ali',",https://housing.com
Uppalapati Venkataram Chakrawarthy S S Homes,/in/buy/projects/page/202624-uppalapati-venkataram-chakrawarthy-s-s-homes-by-uppalapati-venkataram-chakrawarthy-in-amberpet,"'https://housing.com/in/buy/projects/page/202624-uppalapati-venkataram-chakrawarthy-s-s-homes-by-uppalapati-venkataram-chakrawarthy-in-amberpet',",https://housing.com
Anitha Sree Saibalajis Green Ingrid,/in/buy/projects/page/171379-anitha-sree-saibalajis-green-ingrid-by-anitha-gouri-m-in-boduppal,"'https://housing.com/in/buy/projects/page/171379-anitha-sree-saibalajis-green-ingrid-by-anitha-gouri-m-in-boduppal',",https://housing.com
Sri Sai Asha Mansion,/in/buy/projects/page/230083-sri-sai-asha-mansion-by-sri-sai-developers-in-sainikpuri,"'https://housing.com/in/buy/projects/page/230083-sri-sai-asha-mansion-by-sri-sai-developers-in-sainikpuri',",https://housing.com
Vision Madhuban,/in/buy/projects/page/201869-vision-madhuban-by-vision-infra-developers-in-madhapur,"'https://housing.com/in/buy/projects/page/201869-vision-madhuban-by-vision-infra-developers-in-madhapur',",https://housing.com
Sree Yash,/in/buy/projects/page/201963-sree-yash-by-sree-suryaa-developer-in-puppalaguda,"'https://housing.com/in/buy/projects/page/201963-sree-yash-by-sree-suryaa-developer-in-puppalaguda',",https://housing.com
Bhavana Sapphire ,/in/buy/projects/page/47970-bhavana-sapphire-by-bhavana-developers-in-miyapur,"'https://housing.com/in/buy/projects/page/47970-bhavana-sapphire-by-bhavana-developers-in-miyapur',",https://housing.com
Mailika Murari,/in/buy/projects/page/182238-mailika-murari-by-mailika-infra-projects-in-rajendra-nagar,"'https://housing.com/in/buy/projects/page/182238-mailika-murari-by-mailika-infra-projects-in-rajendra-nagar',",https://housing.com
Vijay Krishna Ventures,/in/buy/projects/page/226525-vijay-krishna-ventures-by-vijay-krishna-ventures-in-madhapur,"'https://housing.com/in/buy/projects/page/226525-vijay-krishna-ventures-by-vijay-krishna-ventures-in-madhapur',",https://housing.com
Muppa Inspired,/in/buy/projects/page/37928-muppa-inspired-by-muppa-projects-india-pvt-ltd-in-tellapur,"'https://housing.com/in/buy/projects/page/37928-muppa-inspired-by-muppa-projects-india-pvt-ltd-in-tellapur',",https://housing.com
Varistha Windward Park,/in/buy/projects/page/114369-varistha-windward-park-by-varistha-infracon-pvt-ltd-in-gudoor,"'https://housing.com/in/buy/projects/page/114369-varistha-windward-park-by-varistha-infracon-pvt-ltd-in-gudoor',",https://housing.com
ASAP Purushotham Nilayam,/in/buy/projects/page/199187-asap-purushotham-nilayam-by-asap-constructions-in-miyapur,"'https://housing.com/in/buy/projects/page/199187-asap-purushotham-nilayam-by-asap-constructions-in-miyapur',",https://housing.com
Venkata Sai Projects Block A,/in/buy/projects/page/202616-venkata-sai-projects-block-a-by-venkata-sai-projects-in-miyapur,"'https://housing.com/in/buy/projects/page/202616-venkata-sai-projects-block-a-by-venkata-sai-projects-in-miyapur',",https://housing.com
MN And MJ The Bliss,/in/buy/projects/page/200572-mn-and-mj-the-bliss-by-mn-and-mj-builders-and-developers-in-banjara-hills,"'https://housing.com/in/buy/projects/page/200572-mn-and-mj-the-bliss-by-mn-and-mj-builders-and-developers-in-banjara-hills',",https://housing.com
Nithya Amrutha Basil,/in/buy/projects/page/201903-nithya-amrutha-basil-by-nithya-amrutha-constructions-in-jubilee-hills,"'https://housing.com/in/buy/projects/page/201903-nithya-amrutha-basil-by-nithya-amrutha-constructions-in-jubilee-hills',",https://housing.com
